fund_name,nav_date,nav_value
Nippon India Small Cap Fund - Growth,2024-01-05,155.5271
Nippon India Small Cap Fund - Growth,2024-01-08,154.3046
Nippon India Small Cap Fund - Growth,2024-01-09,154.6437
Nippon India Small Cap Fund - Growth,2024-01-10,155.0279
Nippon India Small Cap Fund - Growth,2024-01-11,155.9043
Nippon India Small Cap Fund - Growth,2024-01-12,156.3207
Nippon India Small Cap Fund - Growth,2024-01-15,156.9365
Nippon India Small Cap Fund - Growth,2024-01-16,156.179
Nippon India Small Cap Fund - Growth,2024-01-17,154.7328
Nippon India Small Cap Fund - Growth,2024-01-18,154.4545
Nippon India Small Cap Fund - Growth,2024-01-19,155.9397
Nippon India Small Cap Fund - Growth,2024-01-23,152.7461
Nippon India Small Cap Fund - Growth,2024-01-24,154.8485
Nippon India Small Cap Fund - Growth,2024-01-25,155.2562
Nippon India Small Cap Fund - Growth,2024-01-29,156.9752
Nippon India Small Cap Fund - Growth,2024-01-30,156.7187
Nippon India Small Cap Fund - Growth,2024-01-31,159.0275
Nippon India Small Cap Fund - Growth,2024-02-01,158.6193
Nippon India Small Cap Fund - Growth,2024-02-02,159.1873
Nippon India Small Cap Fund - Growth,2024-02-05,158.9129
Nippon India Small Cap Fund - Growth,2024-02-06,160.5831
Nippon India Small Cap Fund - Growth,2024-02-07,160.7976
Nippon India Small Cap Fund - Growth,2024-02-08,160.381
Nippon India Small Cap Fund - Growth,2024-02-09,158.8853
Nippon India Small Cap Fund - Growth,2024-02-12,155.2485
Nippon India Small Cap Fund - Growth,2024-02-13,155.0865
Nippon India Small Cap Fund - Growth,2024-02-14,156.1241
Nippon India Small Cap Fund - Growth,2024-02-15,157.2867
Nippon India Small Cap Fund - Growth,2024-02-16,158.6344
Nippon India Small Cap Fund - Growth,2024-02-19,159.3378
Nippon India Small Cap Fund - Growth,2024-02-20,159.1954
Nippon India Small Cap Fund - Growth,2024-02-21,158.113
Nippon India Small Cap Fund - Growth,2024-02-22,158.9194
Nippon India Small Cap Fund - Growth,2024-02-23,160.0406
Nippon India Small Cap Fund - Growth,2024-02-26,160.1501
Nippon India Small Cap Fund - Growth,2024-02-27,159.7161
Nippon India Small Cap Fund - Growth,2024-02-28,157.7161
Nippon India Small Cap Fund - Growth,2024-02-29,158.0429
Nippon India Small Cap Fund - Growth,2024-03-01,159.4298
Nippon India Small Cap Fund - Growth,2024-03-04,159.9229
Nippon India Small Cap Fund - Growth,2024-03-05,159.0309
Nippon India Small Cap Fund - Growth,2024-03-06,156.7795
Nippon India Small Cap Fund - Growth,2024-03-07,157.877
Nippon India Small Cap Fund - Growth,2024-03-11,155.8802
Nippon India Small Cap Fund - Growth,2024-03-12,153.6732
Nippon India Small Cap Fund - Growth,2024-03-13,147.317
Nippon India Small Cap Fund - Growth,2024-03-14,150.5607
Nippon India Small Cap Fund - Growth,2024-03-15,150.7737
Nippon India Small Cap Fund - Growth,2024-03-18,151.011
Nippon India Small Cap Fund - Growth,2024-03-19,149.8615
Nippon India Small Cap Fund - Growth,2024-03-20,149.9006
Nippon India Small Cap Fund - Growth,2024-03-21,152.7844
Nippon India Small Cap Fund - Growth,2024-03-22,154.4184
Nippon India Small Cap Fund - Growth,2024-03-26,154.787
Nippon India Small Cap Fund - Growth,2024-03-27,156.1871
Nippon India Small Cap Fund - Growth,2024-03-28,156.6865
Nippon India Small Cap Fund - Growth,2024-03-31,156.6802
Nippon India Small Cap Fund - Growth,2024-04-01,160.0209
Nippon India Small Cap Fund - Growth,2024-04-02,161.1715
Nippon India Small Cap Fund - Growth,2024-04-03,162.1663
Nippon India Small Cap Fund - Growth,2024-04-04,162.6597
Nippon India Small Cap Fund - Growth,2024-04-05,163.1879
Nippon India Small Cap Fund - Growth,2024-04-08,163.5753
Nippon India Small Cap Fund - Growth,2024-04-09,163.1307
Nippon India Small Cap Fund - Growth,2024-04-10,164.1548
Nippon India Small Cap Fund - Growth,2024-04-12,163.4234
Nippon India Small Cap Fund - Growth,2024-04-15,161.4576
Nippon India Small Cap Fund - Growth,2024-04-16,162.1146
Nippon India Small Cap Fund - Growth,2024-04-18,162.2838
Nippon India Small Cap Fund - Growth,2024-04-19,162.5213
Nippon India Small Cap Fund - Growth,2024-04-22,165.0494
Nippon India Small Cap Fund - Growth,2024-04-23,166.4741
Nippon India Small Cap Fund - Growth,2024-04-24,167.452
Nippon India Small Cap Fund - Growth,2024-04-25,168.9917
Nippon India Small Cap Fund - Growth,2024-04-26,169.8509
Nippon India Small Cap Fund - Growth,2024-04-29,170.5501
Nippon India Small Cap Fund - Growth,2024-04-30,171.2982
Nippon India Small Cap Fund - Growth,2024-05-02,172.0425
Nippon India Small Cap Fund - Growth,2024-05-03,171.073
Nippon India Small Cap Fund - Growth,2024-05-06,169.4673
Nippon India Small Cap Fund - Growth,2024-05-07,167.3441
Nippon India Small Cap Fund - Growth,2024-05-08,168.4069
Nippon India Small Cap Fund - Growth,2024-05-09,164.7741
Nippon India Small Cap Fund - Growth,2024-05-10,165.9304
Nippon India Small Cap Fund - Growth,2024-05-13,166.075
Nippon India Small Cap Fund - Growth,2024-05-14,168.6839
Nippon India Small Cap Fund - Growth,2024-05-15,170.9133
Nippon India Small Cap Fund - Growth,2024-05-16,173.2875
Nippon India Small Cap Fund - Growth,2024-05-17,175.3314
Nippon India Small Cap Fund - Growth,2024-05-21,175.6528
Nippon India Small Cap Fund - Growth,2024-05-22,175.9955
Nippon India Small Cap Fund - Growth,2024-05-23,176.4494
Nippon India Small Cap Fund - Growth,2024-05-24,176.6637
Nippon India Small Cap Fund - Growth,2024-05-27,176.1995
Nippon India Small Cap Fund - Growth,2024-05-28,174.6468
Nippon India Small Cap Fund - Growth,2024-05-29,174.4545
Nippon India Small Cap Fund - Growth,2024-05-30,172.8722
Nippon India Small Cap Fund - Growth,2024-05-31,173.5817
Nippon India Small Cap Fund - Growth,2024-06-03,177.3014
Nippon India Small Cap Fund - Growth,2024-06-04,165.0225
Nippon India Small Cap Fund - Growth,2024-06-05,169.9509
Nippon India Small Cap Fund - Growth,2024-06-06,174.5562
Nippon India Small Cap Fund - Growth,2024-06-07,178.2514
Nippon India Small Cap Fund - Growth,2024-06-10,180.0195
Nippon India Small Cap Fund - Growth,2024-06-11,181.7627
Nippon India Small Cap Fund - Growth,2024-06-12,183.5794
Nippon India Small Cap Fund - Growth,2024-06-13,185.0746
Nippon India Small Cap Fund - Growth,2024-06-14,186.6858
Nippon India Small Cap Fund - Growth,2024-06-18,188.5231
Nippon India Small Cap Fund - Growth,2024-06-19,187.3135
Nippon India Small Cap Fund - Growth,2024-06-20,187.8404
Nippon India Small Cap Fund - Growth,2024-06-21,187.4747
Nippon India Small Cap Fund - Growth,2024-06-24,188.3135
Nippon India Small Cap Fund - Growth,2024-06-25,188.1461
Nippon India Small Cap Fund - Growth,2024-06-26,188.5689
Nippon India Small Cap Fund - Growth,2024-06-27,187.773
Nippon India Small Cap Fund - Growth,2024-06-28,188.6347
Nippon India Small Cap Fund - Growth,2024-07-01,191.9297
Nippon India Small Cap Fund - Growth,2024-07-02,192.1864
Nippon India Small Cap Fund - Growth,2024-07-03,194.0379
Nippon India Small Cap Fund - Growth,2024-07-04,195.2171
Nippon India Small Cap Fund - Growth,2024-07-05,195.9112
Nippon India Small Cap Fund - Growth,2024-07-08,195.7025
Nippon India Small Cap Fund - Growth,2024-07-09,195.833
Nippon India Small Cap Fund - Growth,2024-07-10,194.6474
Nippon India Small Cap Fund - Growth,2024-07-11,195.586
Nippon India Small Cap Fund - Growth,2024-07-12,195.3504
Nippon India Small Cap Fund - Growth,2024-07-15,195.7216
Nippon India Small Cap Fund - Growth,2024-07-16,196.1623
Nippon India Small Cap Fund - Growth,2024-07-18,194.7569
Nippon India Small Cap Fund - Growth,2024-07-19,190.7954
Nippon India Small Cap Fund - Growth,2024-07-22,192.1619
Nippon India Small Cap Fund - Growth,2024-07-23,191.831
Nippon India Small Cap Fund - Growth,2024-07-24,194.5552
Nippon India Small Cap Fund - Growth,2024-07-25,194.9216
Nippon India Small Cap Fund - Growth,2024-07-26,196.9245
Nippon India Small Cap Fund - Growth,2024-07-29,199.1827
Nippon India Small Cap Fund - Growth,2024-07-30,200.2499
Nippon India Small Cap Fund - Growth,2024-07-31,200.256
Nippon India Small Cap Fund - Growth,2024-08-01,199.0657
Nippon India Small Cap Fund - Growth,2024-08-02,197.4431
Nippon India Small Cap Fund - Growth,2024-08-05,190.3295
Nippon India Small Cap Fund - Growth,2024-08-06,189.9099
Nippon India Small Cap Fund - Growth,2024-08-07,193.9231
Nippon India Small Cap Fund - Growth,2024-08-08,192.4261
Nippon India Small Cap Fund - Growth,2024-08-09,193.6732
Nippon India Small Cap Fund - Growth,2024-08-12,193.8841
Nippon India Small Cap Fund - Growth,2024-08-13,191.5811
Nippon India Small Cap Fund - Growth,2024-08-14,190.0149
Nippon India Small Cap Fund - Growth,2024-08-16,193.6156
Nippon India Small Cap Fund - Growth,2024-08-19,195.0299
Nippon India Small Cap Fund - Growth,2024-08-20,196.5465
Nippon India Small Cap Fund - Growth,2024-08-21,198.3614
Nippon India Small Cap Fund - Growth,2024-08-22,199.0173
Nippon India Small Cap Fund - Growth,2024-08-23,199.384
Nippon India Small Cap Fund - Growth,2024-08-26,199.5598
Nippon India Small Cap Fund - Growth,2024-08-27,200.7656
Nippon India Small Cap Fund - Growth,2024-08-28,199.9176
Nippon India Small Cap Fund - Growth,2024-08-29,198.7354
Nippon India Small Cap Fund - Growth,2024-08-30,200.4252
Nippon India Small Cap Fund - Growth,2024-09-02,199.7618
Nippon India Small Cap Fund - Growth,2024-09-03,200.6112
Nippon India Small Cap Fund - Growth,2024-09-04,200.702
Nippon India Small Cap Fund - Growth,2024-09-05,201.6598
Nippon India Small Cap Fund - Growth,2024-09-06,200.0807
Nippon India Small Cap Fund - Growth,2024-09-09,199.0
Nippon India Small Cap Fund - Growth,2024-09-10,201.0132
Nippon India Small Cap Fund - Growth,2024-09-11,200.1051
Nippon India Small Cap Fund - Growth,2024-09-12,201.8238
Nippon India Small Cap Fund - Growth,2024-09-13,202.7166
Nippon India Small Cap Fund - Growth,2024-09-16,203.0102
Nippon India Small Cap Fund - Growth,2024-09-17,202.9164
Nippon India Small Cap Fund - Growth,2024-09-18,202.0666
Nippon India Small Cap Fund - Growth,2024-09-19,200.4964
Nippon India Small Cap Fund - Growth,2024-09-20,202.2025
Nippon India Small Cap Fund - Growth,2024-09-23,203.842
Nippon India Small Cap Fund - Growth,2024-09-24,204.3979
Nippon India Small Cap Fund - Growth,2024-09-25,203.3902
Nippon India Small Cap Fund - Growth,2024-09-26,202.5726
Nippon India Small Cap Fund - Growth,2024-09-27,203.3984
Nippon India Small Cap Fund - Growth,2024-09-30,202.8565
Nippon India Small Cap Fund - Growth,2024-10-01,203.7871
Nippon India Small Cap Fund - Growth,2024-10-03,200.0738
Nippon India Small Cap Fund - Growth,2024-10-04,198.5774
Nippon India Small Cap Fund - Growth,2024-10-07,193.6749
Nippon India Small Cap Fund - Growth,2024-10-08,197.7194
Nippon India Small Cap Fund - Growth,2024-10-09,200.0334
Nippon India Small Cap Fund - Growth,2024-10-10,201.0507
Nippon India Small Cap Fund - Growth,2024-10-11,201.5145
Nippon India Small Cap Fund - Growth,2024-10-14,201.9278
Nippon India Small Cap Fund - Growth,2024-10-15,203.9201
Nippon India Small Cap Fund - Growth,2024-10-16,204.103
Nippon India Small Cap Fund - Growth,2024-10-17,201.4949
Nippon India Small Cap Fund - Growth,2024-10-18,201.6568
Nippon India Small Cap Fund - Growth,2024-10-21,199.4625
Nippon India Small Cap Fund - Growth,2024-10-22,193.3281
Nippon India Small Cap Fund - Growth,2024-10-23,194.4382
Nippon India Small Cap Fund - Growth,2024-10-24,193.403
Nippon India Small Cap Fund - Growth,2024-10-25,189.945
Nippon India Small Cap Fund - Growth,2024-10-28,191.2719
Nippon India Small Cap Fund - Growth,2024-10-29,192.8632
Nippon India Small Cap Fund - Growth,2024-10-30,194.3323
Nippon India Small Cap Fund - Growth,2024-10-31,196.9244
Nippon India Small Cap Fund - Growth,2024-11-04,195.6998
Nippon India Small Cap Fund - Growth,2024-11-05,196.5418
Nippon India Small Cap Fund - Growth,2024-11-06,199.9444
Nippon India Small Cap Fund - Growth,2024-11-07,198.857
Nippon India Small Cap Fund - Growth,2024-11-08,196.119
Nippon India Small Cap Fund - Growth,2024-11-11,194.1352
Nippon India Small Cap Fund - Growth,2024-11-12,191.3666
Nippon India Small Cap Fund - Growth,2024-11-13,186.2682
Nippon India Small Cap Fund - Growth,2024-11-14,187.4261
Nippon India Small Cap Fund - Growth,2024-11-18,186.4852
Nippon India Small Cap Fund - Growth,2024-11-19,188.481
Nippon India Small Cap Fund - Growth,2024-11-21,187.1249
Nippon India Small Cap Fund - Growth,2024-11-22,188.5255
Nippon India Small Cap Fund - Growth,2024-11-25,191.5274
Nippon India Small Cap Fund - Growth,2024-11-26,192.8833
Nippon India Small Cap Fund - Growth,2024-11-27,194.8871
Nippon India Small Cap Fund - Growth,2024-11-28,195.1079
Nippon India Small Cap Fund - Growth,2024-11-29,196.3322
Nippon India Small Cap Fund - Growth,2024-12-02,197.6353
Nippon India Small Cap Fund - Growth,2024-12-03,199.0944
Nippon India Small Cap Fund - Growth,2024-12-04,199.9368
Nippon India Small Cap Fund - Growth,2024-12-05,200.6842
Nippon India Small Cap Fund - Growth,2024-12-06,201.7878
Nippon India Small Cap Fund - Growth,2024-12-09,202.4178
Nippon India Small Cap Fund - Growth,2024-12-10,203.2063
Nippon India Small Cap Fund - Growth,2024-12-11,203.8399
Nippon India Small Cap Fund - Growth,2024-12-12,202.2429
Nippon India Small Cap Fund - Growth,2024-12-13,201.9213
Nippon India Small Cap Fund - Growth,2024-12-16,202.947
Nippon India Small Cap Fund - Growth,2024-12-17,201.5147
Nippon India Small Cap Fund - Growth,2024-12-18,200.2587
Nippon India Small Cap Fund - Growth,2024-12-19,199.7523
Nippon India Small Cap Fund - Growth,2024-12-20,195.4111
Nippon India Small Cap Fund - Growth,2024-12-23,194.2323
Nippon India Small Cap Fund - Growth,2024-12-24,194.7594
Nippon India Small Cap Fund - Growth,2024-12-26,194.3577
Nippon India Small Cap Fund - Growth,2024-12-27,194.8107
Nippon India Small Cap Fund - Growth,2024-12-30,193.5219
Nippon India Small Cap Fund - Growth,2024-12-31,194.8581
Nippon India Small Cap Fund - Growth,2025-01-01,196.249
Nippon India Small Cap Fund - Growth,2025-01-02,197.4485
Nippon India Small Cap Fund - Growth,2025-01-03,197.0126
Nippon India Small Cap Fund - Growth,2025-01-06,191.5597
Nippon India Small Cap Fund - Growth,2025-01-07,194.3965
Nippon India Small Cap Fund - Growth,2025-01-08,191.7484
Nippon India Small Cap Fund - Growth,2025-01-09,189.9305
Nippon India Small Cap Fund - Growth,2025-01-10,186.0948
Nippon India Small Cap Fund - Growth,2025-01-13,179.057
Nippon India Small Cap Fund - Growth,2025-01-14,181.7164
Nippon India Small Cap Fund - Growth,2025-01-15,182.8091
Nippon India Small Cap Fund - Growth,2025-01-16,184.8523
Nippon India Small Cap Fund - Growth,2025-01-17,184.8345
Nippon India Small Cap Fund - Growth,2025-01-20,185.7368
Nippon India Small Cap Fund - Growth,2025-01-21,182.3339
Nippon India Small Cap Fund - Growth,2025-01-22,179.9124
Nippon India Small Cap Fund - Growth,2025-01-23,181.1666
Nippon India Small Cap Fund - Growth,2025-01-24,177.1145
Nippon India Small Cap Fund - Growth,2025-01-27,172.2453
Nippon India Small Cap Fund - Growth,2025-01-28,169.3445
Nippon India Small Cap Fund - Growth,2025-01-29,173.834
Nippon India Small Cap Fund - Growth,2025-01-30,173.9847
Nippon India Small Cap Fund - Growth,2025-01-31,176.9048
Nippon India Small Cap Fund - Growth,2025-02-03,174.5957
Nippon India Small Cap Fund - Growth,2025-02-04,176.1747
Nippon India Small Cap Fund - Growth,2025-02-05,177.7433
Nippon India Small Cap Fund - Growth,2025-02-06,177.4481
Nippon India Small Cap Fund - Growth,2025-02-07,176.5747
Nippon India Small Cap Fund - Growth,2025-02-10,173.2182
Nippon India Small Cap Fund - Growth,2025-02-11,168.3008
Nippon India Small Cap Fund - Growth,2025-02-12,167.6622
Nippon India Small Cap Fund - Growth,2025-02-13,167.1296
Nippon India Small Cap Fund - Growth,2025-02-14,162.9322
Nippon India Small Cap Fund - Growth,2025-02-17,162.3655
Nippon India Small Cap Fund - Growth,2025-02-18,160.7795
Nippon India Small Cap Fund - Growth,2025-02-19,163.0179
Nippon India Small Cap Fund - Growth,2025-02-20,165.0129
Nippon India Small Cap Fund - Growth,2025-02-21,164.1121
Nippon India Small Cap Fund - Growth,2025-02-24,162.2178
Nippon India Small Cap Fund - Growth,2025-02-25,161.3992
Nippon India Small Cap Fund - Growth,2025-02-27,159.1932
Nippon India Small Cap Fund - Growth,2025-02-28,155.8372
Nippon India Small Cap Fund - Growth,2025-03-03,154.9158
Nippon India Small Cap Fund - Growth,2025-03-04,156.7257
Nippon India Small Cap Fund - Growth,2025-03-05,160.2564
Nippon India Small Cap Fund - Growth,2025-03-06,162.623
Nippon India Small Cap Fund - Growth,2025-03-07,163.5139
Nippon India Small Cap Fund - Growth,2025-03-10,160.8207
Nippon India Small Cap Fund - Growth,2025-03-11,160.344
Nippon India Small Cap Fund - Growth,2025-03-12,160.084
Nippon India Small Cap Fund - Growth,2025-03-13,158.9539
Nippon India Small Cap Fund - Growth,2025-03-17,159.0109
Nippon India Small Cap Fund - Growth,2025-03-18,162.7668
Nippon India Small Cap Fund - Growth,2025-03-19,165.3145
Nippon India Small Cap Fund - Growth,2025-03-20,166.859
Nippon India Small Cap Fund - Growth,2025-03-21,169.5103
Nippon India Small Cap Fund - Growth,2025-03-24,171.767
Nippon India Small Cap Fund - Growth,2025-03-25,169.508
Nippon India Small Cap Fund - Growth,2025-03-26,167.0751
Nippon India Small Cap Fund - Growth,2025-03-27,167.6628
Nippon India Small Cap Fund - Growth,2025-03-28,167.5308
Nippon India Small Cap Fund - Growth,2025-03-31,167.5258
Nippon India Small Cap Fund - Growth,2025-04-01,167.1746
Nippon India Small Cap Fund - Growth,2025-04-02,168.7608
Nippon India Small Cap Fund - Growth,2025-04-03,169.7834
Nippon India Small Cap Fund - Growth,2025-04-04,165.3721
Nippon India Small Cap Fund - Growth,2025-04-07,160.1016
Nippon India Small Cap Fund - Growth,2025-04-08,163.0678
Nippon India Small Cap Fund - Growth,2025-04-09,161.7193
Nippon India Small Cap Fund - Growth,2025-04-11,165.6746
Nippon India Small Cap Fund - Growth,2025-04-15,170.1644
Nippon India Small Cap Fund - Growth,2025-04-16,171.5003
Nippon India Small Cap Fund - Growth,2025-04-17,172.2277
Nippon India Small Cap Fund - Growth,2025-04-21,174.8117
Nippon India Small Cap Fund - Growth,2025-04-22,176.6086
Nippon India Small Cap Fund - Growth,2025-04-23,177.1508
Nippon India Small Cap Fund - Growth,2025-04-24,177.2153
Nippon India Small Cap Fund - Growth,2025-04-25,173.3042
Nippon India Small Cap Fund - Growth,2025-04-28,174.4073
Nippon India Small Cap Fund - Growth,2025-04-29,174.9981
Nippon India Small Cap Fund - Growth,2025-04-30,172.7456
Nippon India Small Cap Fund - Growth,2025-05-02,172.5195
Nippon India Small Cap Fund - Growth,2025-05-05,174.1537
Nippon India Small Cap Fund - Growth,2025-05-06,170.669
Nippon India Small Cap Fund - Growth,2025-05-07,172.2897
Nippon India Small Cap Fund - Growth,2025-05-08,170.858
