date,fund_name,nav,cap,fund_type
2018-05-31,HDFC Corporate Bond Fund,19.3553,Debt,Debt
2018-06-01,HDFC Corporate Bond Fund,19.3487,Debt,Debt
2018-06-02,HDFC Corporate Bond Fund,19.3487,Debt,Debt
2018-06-03,HDFC Corporate Bond Fund,19.3487,Debt,Debt
2018-06-04,HDFC Corporate Bond Fund,19.3579,Debt,Debt
2018-06-05,HDFC Corporate Bond Fund,19.3642,Debt,Debt
2018-06-06,HDFC Corporate Bond Fund,19.348,Debt,Debt
2018-06-07,HDFC Corporate Bond Fund,19.3306,Debt,Debt
2018-06-08,HDFC Corporate Bond Fund,19.339,Debt,Debt
2018-06-09,HDFC Corporate Bond Fund,19.339,Debt,Debt
2018-06-10,HDFC Corporate Bond Fund,19.339,Debt,Debt
2018-06-11,HDFC Corporate Bond Fund,19.3511,Debt,Debt
2018-06-12,HDFC Corporate Bond Fund,19.3551,Debt,Debt
2018-06-13,HDFC Corporate Bond Fund,19.3694,Debt,Debt
2018-06-14,HDFC Corporate Bond Fund,19.3778,Debt,Debt
2018-06-15,HDFC Corporate Bond Fund,19.39,Debt,Debt
2018-06-16,HDFC Corporate Bond Fund,19.39,Debt,Debt
2018-06-17,HDFC Corporate Bond Fund,19.39,Debt,Debt
2018-06-18,HDFC Corporate Bond Fund,19.4123,Debt,Debt
2018-06-19,HDFC Corporate Bond Fund,19.4221,Debt,Debt
2018-06-20,HDFC Corporate Bond Fund,19.4338,Debt,Debt
2018-06-21,HDFC Corporate Bond Fund,19.4551,Debt,Debt
2018-06-22,HDFC Corporate Bond Fund,19.4576,Debt,Debt
2018-06-23,HDFC Corporate Bond Fund,19.4576,Debt,Debt
2018-06-24,HDFC Corporate Bond Fund,19.4576,Debt,Debt
2018-06-25,HDFC Corporate Bond Fund,19.4662,Debt,Debt
2018-06-26,HDFC Corporate Bond Fund,19.4703,Debt,Debt
2018-06-27,HDFC Corporate Bond Fund,19.4672,Debt,Debt
2018-06-28,HDFC Corporate Bond Fund,19.454,Debt,Debt
2018-06-29,HDFC Corporate Bond Fund,19.4604,Debt,Debt
2018-06-30,HDFC Corporate Bond Fund,19.4604,Debt,Debt
2018-07-01,HDFC Corporate Bond Fund,19.4604,Debt,Debt
2018-07-02,HDFC Corporate Bond Fund,19.4813,Debt,Debt
2018-07-03,HDFC Corporate Bond Fund,19.4859,Debt,Debt
2018-07-04,HDFC Corporate Bond Fund,19.5028,Debt,Debt
2018-07-05,HDFC Corporate Bond Fund,19.5046,Debt,Debt
2018-07-06,HDFC Corporate Bond Fund,19.5046,Debt,Debt
2018-07-07,HDFC Corporate Bond Fund,19.5046,Debt,Debt
2018-07-08,HDFC Corporate Bond Fund,19.5046,Debt,Debt
2018-07-09,HDFC Corporate Bond Fund,19.5211,Debt,Debt
2018-07-10,HDFC Corporate Bond Fund,19.5292,Debt,Debt
2018-07-11,HDFC Corporate Bond Fund,19.5359,Debt,Debt
2018-07-12,HDFC Corporate Bond Fund,19.5543,Debt,Debt
2018-07-13,HDFC Corporate Bond Fund,19.5679,Debt,Debt
2018-07-14,HDFC Corporate Bond Fund,19.5679,Debt,Debt
2018-07-15,HDFC Corporate Bond Fund,19.5679,Debt,Debt
2018-07-16,HDFC Corporate Bond Fund,19.5765,Debt,Debt
2018-07-17,HDFC Corporate Bond Fund,19.591,Debt,Debt
2018-07-18,HDFC Corporate Bond Fund,19.596,Debt,Debt
2018-07-19,HDFC Corporate Bond Fund,19.5987,Debt,Debt
2018-07-20,HDFC Corporate Bond Fund,19.5991,Debt,Debt
2018-07-21,HDFC Corporate Bond Fund,19.5991,Debt,Debt
2018-07-22,HDFC Corporate Bond Fund,19.5991,Debt,Debt
2018-07-23,HDFC Corporate Bond Fund,19.6093,Debt,Debt
2018-07-24,HDFC Corporate Bond Fund,19.6105,Debt,Debt
2018-07-25,HDFC Corporate Bond Fund,19.6135,Debt,Debt
2018-07-26,HDFC Corporate Bond Fund,19.6212,Debt,Debt
2018-07-27,HDFC Corporate Bond Fund,19.6254,Debt,Debt
2018-07-28,HDFC Corporate Bond Fund,19.6254,Debt,Debt
2018-07-29,HDFC Corporate Bond Fund,19.6254,Debt,Debt
2018-07-30,HDFC Corporate Bond Fund,19.6359,Debt,Debt
2018-07-31,HDFC Corporate Bond Fund,19.6457,Debt,Debt
2018-08-01,HDFC Corporate Bond Fund,19.6628,Debt,Debt
2018-08-02,HDFC Corporate Bond Fund,19.6716,Debt,Debt
2018-08-03,HDFC Corporate Bond Fund,19.6723,Debt,Debt
2018-08-04,HDFC Corporate Bond Fund,19.6723,Debt,Debt
2018-08-05,HDFC Corporate Bond Fund,19.6723,Debt,Debt
2018-08-06,HDFC Corporate Bond Fund,19.6835,Debt,Debt
2018-08-07,HDFC Corporate Bond Fund,19.6855,Debt,Debt
2018-08-08,HDFC Corporate Bond Fund,19.6916,Debt,Debt
2018-08-09,HDFC Corporate Bond Fund,19.6992,Debt,Debt
2018-08-10,HDFC Corporate Bond Fund,19.7057,Debt,Debt
2018-08-11,HDFC Corporate Bond Fund,19.7057,Debt,Debt
2018-08-12,HDFC Corporate Bond Fund,19.7057,Debt,Debt
2018-08-13,HDFC Corporate Bond Fund,19.7077,Debt,Debt
2018-08-14,HDFC Corporate Bond Fund,19.7109,Debt,Debt
2018-08-15,HDFC Corporate Bond Fund,19.7109,Debt,Debt
2018-08-16,HDFC Corporate Bond Fund,19.7112,Debt,Debt
2018-08-17,HDFC Corporate Bond Fund,19.7112,Debt,Debt
2018-08-18,HDFC Corporate Bond Fund,19.7112,Debt,Debt
2018-08-19,HDFC Corporate Bond Fund,19.7112,Debt,Debt
2018-08-20,HDFC Corporate Bond Fund,19.7305,Debt,Debt
2018-08-21,HDFC Corporate Bond Fund,19.735,Debt,Debt
2018-08-22,HDFC Corporate Bond Fund,19.735,Debt,Debt
2018-08-23,HDFC Corporate Bond Fund,19.7417,Debt,Debt
2018-08-24,HDFC Corporate Bond Fund,19.7418,Debt,Debt
2018-08-25,HDFC Corporate Bond Fund,19.7418,Debt,Debt
2018-08-26,HDFC Corporate Bond Fund,19.7418,Debt,Debt
2018-08-27,HDFC Corporate Bond Fund,19.7557,Debt,Debt
2018-08-28,HDFC Corporate Bond Fund,19.7567,Debt,Debt
2018-08-29,HDFC Corporate Bond Fund,19.7599,Debt,Debt
2018-08-30,HDFC Corporate Bond Fund,19.7549,Debt,Debt
2018-08-31,HDFC Corporate Bond Fund,19.7545,Debt,Debt
2018-09-01,HDFC Corporate Bond Fund,19.7545,Debt,Debt
2018-09-02,HDFC Corporate Bond Fund,19.7545,Debt,Debt
2018-09-03,HDFC Corporate Bond Fund,19.7614,Debt,Debt
2018-09-04,HDFC Corporate Bond Fund,19.7421,Debt,Debt
2018-09-05,HDFC Corporate Bond Fund,19.7245,Debt,Debt
2018-09-06,HDFC Corporate Bond Fund,19.727,Debt,Debt
2018-09-07,HDFC Corporate Bond Fund,19.7328,Debt,Debt
2018-09-08,HDFC Corporate Bond Fund,19.7328,Debt,Debt
2018-09-09,HDFC Corporate Bond Fund,19.7328,Debt,Debt
2018-09-10,HDFC Corporate Bond Fund,19.7062,Debt,Debt
2018-09-11,HDFC Corporate Bond Fund,19.7038,Debt,Debt
2018-09-12,HDFC Corporate Bond Fund,19.6966,Debt,Debt
2018-09-13,HDFC Corporate Bond Fund,19.6966,Debt,Debt
2018-09-14,HDFC Corporate Bond Fund,19.7093,Debt,Debt
2018-09-15,HDFC Corporate Bond Fund,19.7093,Debt,Debt
2018-09-16,HDFC Corporate Bond Fund,19.7093,Debt,Debt
2018-09-17,HDFC Corporate Bond Fund,19.7131,Debt,Debt
2018-09-18,HDFC Corporate Bond Fund,19.7209,Debt,Debt
2018-09-19,HDFC Corporate Bond Fund,19.7261,Debt,Debt
2018-09-20,HDFC Corporate Bond Fund,19.7261,Debt,Debt
2018-09-21,HDFC Corporate Bond Fund,19.7242,Debt,Debt
2018-09-22,HDFC Corporate Bond Fund,19.7242,Debt,Debt
2018-09-23,HDFC Corporate Bond Fund,19.7242,Debt,Debt
2018-09-24,HDFC Corporate Bond Fund,19.6971,Debt,Debt
2018-09-25,HDFC Corporate Bond Fund,19.666,Debt,Debt
2018-09-26,HDFC Corporate Bond Fund,19.6767,Debt,Debt
2018-09-27,HDFC Corporate Bond Fund,19.7126,Debt,Debt
2018-09-28,HDFC Corporate Bond Fund,19.7367,Debt,Debt
2018-09-29,HDFC Corporate Bond Fund,19.7367,Debt,Debt
2018-09-30,HDFC Corporate Bond Fund,19.7367,Debt,Debt
2018-10-01,HDFC Corporate Bond Fund,19.762,Debt,Debt
2018-10-02,HDFC Corporate Bond Fund,19.762,Debt,Debt
2018-10-03,HDFC Corporate Bond Fund,19.7554,Debt,Debt
2018-10-04,HDFC Corporate Bond Fund,19.7349,Debt,Debt
2018-10-05,HDFC Corporate Bond Fund,19.7715,Debt,Debt
2018-10-06,HDFC Corporate Bond Fund,19.7715,Debt,Debt
2018-10-07,HDFC Corporate Bond Fund,19.7715,Debt,Debt
2018-10-08,HDFC Corporate Bond Fund,19.7907,Debt,Debt
2018-10-09,HDFC Corporate Bond Fund,19.7781,Debt,Debt
2018-10-10,HDFC Corporate Bond Fund,19.7874,Debt,Debt
2018-10-11,HDFC Corporate Bond Fund,19.8027,Debt,Debt
2018-10-12,HDFC Corporate Bond Fund,19.8112,Debt,Debt
2018-10-13,HDFC Corporate Bond Fund,19.8112,Debt,Debt
2018-10-14,HDFC Corporate Bond Fund,19.8112,Debt,Debt
2018-10-15,HDFC Corporate Bond Fund,19.8373,Debt,Debt
2018-10-16,HDFC Corporate Bond Fund,19.8499,Debt,Debt
2018-10-17,HDFC Corporate Bond Fund,19.8476,Debt,Debt
2018-10-18,HDFC Corporate Bond Fund,19.8476,Debt,Debt
2018-10-19,HDFC Corporate Bond Fund,19.8579,Debt,Debt
2018-10-20,HDFC Corporate Bond Fund,19.8579,Debt,Debt
2018-10-21,HDFC Corporate Bond Fund,19.8579,Debt,Debt
2018-10-22,HDFC Corporate Bond Fund,19.8673,Debt,Debt
2018-10-23,HDFC Corporate Bond Fund,19.8678,Debt,Debt
2018-10-24,HDFC Corporate Bond Fund,19.8718,Debt,Debt
2018-10-25,HDFC Corporate Bond Fund,19.8753,Debt,Debt
2018-10-26,HDFC Corporate Bond Fund,19.8755,Debt,Debt
2018-10-27,HDFC Corporate Bond Fund,19.8755,Debt,Debt
2018-10-28,HDFC Corporate Bond Fund,19.8755,Debt,Debt
2018-10-29,HDFC Corporate Bond Fund,19.8893,Debt,Debt
2018-10-30,HDFC Corporate Bond Fund,19.8929,Debt,Debt
2018-10-31,HDFC Corporate Bond Fund,19.8954,Debt,Debt
2018-11-01,HDFC Corporate Bond Fund,19.9049,Debt,Debt
2018-11-02,HDFC Corporate Bond Fund,19.9217,Debt,Debt
2018-11-03,HDFC Corporate Bond Fund,19.9217,Debt,Debt
2018-11-04,HDFC Corporate Bond Fund,19.9217,Debt,Debt
2018-11-05,HDFC Corporate Bond Fund,19.9348,Debt,Debt
2018-11-06,HDFC Corporate Bond Fund,19.94,Debt,Debt
2018-11-07,HDFC Corporate Bond Fund,19.94,Debt,Debt
2018-11-08,HDFC Corporate Bond Fund,19.94,Debt,Debt
2018-11-09,HDFC Corporate Bond Fund,19.9559,Debt,Debt
2018-11-10,HDFC Corporate Bond Fund,19.9559,Debt,Debt
2018-11-11,HDFC Corporate Bond Fund,19.9559,Debt,Debt
2018-11-12,HDFC Corporate Bond Fund,19.9675,Debt,Debt
2018-11-13,HDFC Corporate Bond Fund,19.9825,Debt,Debt
2018-11-14,HDFC Corporate Bond Fund,20.0008,Debt,Debt
2018-11-15,HDFC Corporate Bond Fund,20.0163,Debt,Debt
2018-11-16,HDFC Corporate Bond Fund,20.0164,Debt,Debt
2018-11-17,HDFC Corporate Bond Fund,20.0164,Debt,Debt
2018-11-18,HDFC Corporate Bond Fund,20.0164,Debt,Debt
2018-11-19,HDFC Corporate Bond Fund,20.0307,Debt,Debt
2018-11-20,HDFC Corporate Bond Fund,20.0422,Debt,Debt
2018-11-21,HDFC Corporate Bond Fund,20.0422,Debt,Debt
2018-11-22,HDFC Corporate Bond Fund,20.0611,Debt,Debt
2018-11-23,HDFC Corporate Bond Fund,20.0611,Debt,Debt
2018-11-24,HDFC Corporate Bond Fund,20.0611,Debt,Debt
2018-11-25,HDFC Corporate Bond Fund,20.0611,Debt,Debt
2018-11-26,HDFC Corporate Bond Fund,20.0817,Debt,Debt
2018-11-27,HDFC Corporate Bond Fund,20.0866,Debt,Debt
2018-11-28,HDFC Corporate Bond Fund,20.1048,Debt,Debt
2018-11-29,HDFC Corporate Bond Fund,20.1294,Debt,Debt
2018-11-30,HDFC Corporate Bond Fund,20.1431,Debt,Debt
2018-12-01,HDFC Corporate Bond Fund,20.1431,Debt,Debt
2018-12-02,HDFC Corporate Bond Fund,20.1431,Debt,Debt
2018-12-03,HDFC Corporate Bond Fund,20.1523,Debt,Debt
2018-12-04,HDFC Corporate Bond Fund,20.1638,Debt,Debt
2018-12-05,HDFC Corporate Bond Fund,20.1975,Debt,Debt
2018-12-06,HDFC Corporate Bond Fund,20.2099,Debt,Debt
2018-12-07,HDFC Corporate Bond Fund,20.2048,Debt,Debt
2018-12-08,HDFC Corporate Bond Fund,20.2048,Debt,Debt
2018-12-09,HDFC Corporate Bond Fund,20.2048,Debt,Debt
2018-12-10,HDFC Corporate Bond Fund,20.1836,Debt,Debt
2018-12-11,HDFC Corporate Bond Fund,20.1794,Debt,Debt
2018-12-12,HDFC Corporate Bond Fund,20.2046,Debt,Debt
2018-12-13,HDFC Corporate Bond Fund,20.2045,Debt,Debt
2018-12-14,HDFC Corporate Bond Fund,20.2072,Debt,Debt
2018-12-15,HDFC Corporate Bond Fund,20.2072,Debt,Debt
2018-12-16,HDFC Corporate Bond Fund,20.2072,Debt,Debt
2018-12-17,HDFC Corporate Bond Fund,20.2203,Debt,Debt
2018-12-18,HDFC Corporate Bond Fund,20.2324,Debt,Debt
2018-12-19,HDFC Corporate Bond Fund,20.2722,Debt,Debt
2018-12-20,HDFC Corporate Bond Fund,20.2837,Debt,Debt
2018-12-21,HDFC Corporate Bond Fund,20.2917,Debt,Debt
2018-12-22,HDFC Corporate Bond Fund,20.2917,Debt,Debt
2018-12-23,HDFC Corporate Bond Fund,20.2917,Debt,Debt
2018-12-24,HDFC Corporate Bond Fund,20.3003,Debt,Debt
2018-12-25,HDFC Corporate Bond Fund,20.3003,Debt,Debt
2018-12-26,HDFC Corporate Bond Fund,20.3236,Debt,Debt
2018-12-27,HDFC Corporate Bond Fund,20.3346,Debt,Debt
2018-12-28,HDFC Corporate Bond Fund,20.3232,Debt,Debt
2018-12-29,HDFC Corporate Bond Fund,20.3232,Debt,Debt
2018-12-30,HDFC Corporate Bond Fund,20.3232,Debt,Debt
2018-12-31,HDFC Corporate Bond Fund,20.3367,Debt,Debt
2019-01-01,HDFC Corporate Bond Fund,20.3302,Debt,Debt
2019-01-02,HDFC Corporate Bond Fund,20.3394,Debt,Debt
2019-01-03,HDFC Corporate Bond Fund,20.3376,Debt,Debt
2019-01-04,HDFC Corporate Bond Fund,20.3414,Debt,Debt
2019-01-05,HDFC Corporate Bond Fund,20.3414,Debt,Debt
2019-01-06,HDFC Corporate Bond Fund,20.3414,Debt,Debt
2019-01-07,HDFC Corporate Bond Fund,20.3479,Debt,Debt
2019-01-08,HDFC Corporate Bond Fund,20.369,Debt,Debt
2019-01-09,HDFC Corporate Bond Fund,20.3756,Debt,Debt
2019-01-10,HDFC Corporate Bond Fund,20.3813,Debt,Debt
2019-01-11,HDFC Corporate Bond Fund,20.3953,Debt,Debt
2019-01-12,HDFC Corporate Bond Fund,20.3953,Debt,Debt
2019-01-13,HDFC Corporate Bond Fund,20.3953,Debt,Debt
2019-01-14,HDFC Corporate Bond Fund,20.4259,Debt,Debt
2019-01-15,HDFC Corporate Bond Fund,20.426,Debt,Debt
2019-01-16,HDFC Corporate Bond Fund,20.4206,Debt,Debt
2019-01-17,HDFC Corporate Bond Fund,20.4225,Debt,Debt
2019-01-18,HDFC Corporate Bond Fund,20.4185,Debt,Debt
2019-01-19,HDFC Corporate Bond Fund,20.4185,Debt,Debt
2019-01-20,HDFC Corporate Bond Fund,20.4185,Debt,Debt
2019-01-21,HDFC Corporate Bond Fund,20.4182,Debt,Debt
2019-01-22,HDFC Corporate Bond Fund,20.4429,Debt,Debt
2019-01-23,HDFC Corporate Bond Fund,20.4435,Debt,Debt
2019-01-24,HDFC Corporate Bond Fund,20.4483,Debt,Debt
2019-01-25,HDFC Corporate Bond Fund,20.4523,Debt,Debt
2019-01-26,HDFC Corporate Bond Fund,20.4523,Debt,Debt
2019-01-27,HDFC Corporate Bond Fund,20.4523,Debt,Debt
2019-01-28,HDFC Corporate Bond Fund,20.4646,Debt,Debt
2019-01-29,HDFC Corporate Bond Fund,20.4673,Debt,Debt
2019-01-30,HDFC Corporate Bond Fund,20.4634,Debt,Debt
2019-01-31,HDFC Corporate Bond Fund,20.4744,Debt,Debt
2019-02-01,HDFC Corporate Bond Fund,20.442,Debt,Debt
2019-02-02,HDFC Corporate Bond Fund,20.442,Debt,Debt
2019-02-03,HDFC Corporate Bond Fund,20.442,Debt,Debt
2019-02-04,HDFC Corporate Bond Fund,20.4406,Debt,Debt
2019-02-05,HDFC Corporate Bond Fund,20.4449,Debt,Debt
2019-02-06,HDFC Corporate Bond Fund,20.4577,Debt,Debt
2019-02-07,HDFC Corporate Bond Fund,20.5064,Debt,Debt
2019-02-08,HDFC Corporate Bond Fund,20.5228,Debt,Debt
2019-02-09,HDFC Corporate Bond Fund,20.5228,Debt,Debt
2019-02-10,HDFC Corporate Bond Fund,20.5228,Debt,Debt
2019-02-11,HDFC Corporate Bond Fund,20.5331,Debt,Debt
2019-02-12,HDFC Corporate Bond Fund,20.531,Debt,Debt
2019-02-13,HDFC Corporate Bond Fund,20.5749,Debt,Debt
2019-02-14,HDFC Corporate Bond Fund,20.5694,Debt,Debt
2019-02-15,HDFC Corporate Bond Fund,20.5616,Debt,Debt
2019-02-16,HDFC Corporate Bond Fund,20.5616,Debt,Debt
2019-02-17,HDFC Corporate Bond Fund,20.5616,Debt,Debt
2019-02-18,HDFC Corporate Bond Fund,20.5524,Debt,Debt
2019-02-19,HDFC Corporate Bond Fund,20.5524,Debt,Debt
2019-02-20,HDFC Corporate Bond Fund,20.569,Debt,Debt
2019-02-21,HDFC Corporate Bond Fund,20.5706,Debt,Debt
2019-02-22,HDFC Corporate Bond Fund,20.5736,Debt,Debt
2019-02-23,HDFC Corporate Bond Fund,20.5736,Debt,Debt
2019-02-24,HDFC Corporate Bond Fund,20.5736,Debt,Debt
2019-02-25,HDFC Corporate Bond Fund,20.587,Debt,Debt
2019-02-26,HDFC Corporate Bond Fund,20.5868,Debt,Debt
2019-02-27,HDFC Corporate Bond Fund,20.5667,Debt,Debt
2019-02-28,HDFC Corporate Bond Fund,20.5822,Debt,Debt
2019-03-01,HDFC Corporate Bond Fund,20.6034,Debt,Debt
2019-03-02,HDFC Corporate Bond Fund,20.6034,Debt,Debt
2019-03-03,HDFC Corporate Bond Fund,20.6034,Debt,Debt
2019-03-04,HDFC Corporate Bond Fund,20.6034,Debt,Debt
2019-03-05,HDFC Corporate Bond Fund,20.6335,Debt,Debt
2019-03-06,HDFC Corporate Bond Fund,20.6429,Debt,Debt
2019-03-07,HDFC Corporate Bond Fund,20.6673,Debt,Debt
2019-03-08,HDFC Corporate Bond Fund,20.6872,Debt,Debt
2019-03-09,HDFC Corporate Bond Fund,20.6872,Debt,Debt
2019-03-10,HDFC Corporate Bond Fund,20.6872,Debt,Debt
2019-03-11,HDFC Corporate Bond Fund,20.7215,Debt,Debt
2019-03-12,HDFC Corporate Bond Fund,20.7415,Debt,Debt
2019-03-13,HDFC Corporate Bond Fund,20.7435,Debt,Debt
2019-03-14,HDFC Corporate Bond Fund,20.7818,Debt,Debt
2019-03-15,HDFC Corporate Bond Fund,20.7914,Debt,Debt
2019-03-16,HDFC Corporate Bond Fund,20.7914,Debt,Debt
2019-03-17,HDFC Corporate Bond Fund,20.7914,Debt,Debt
2019-03-18,HDFC Corporate Bond Fund,20.8162,Debt,Debt
2019-03-19,HDFC Corporate Bond Fund,20.8056,Debt,Debt
2019-03-20,HDFC Corporate Bond Fund,20.8252,Debt,Debt
2019-03-21,HDFC Corporate Bond Fund,20.8252,Debt,Debt
2019-03-22,HDFC Corporate Bond Fund,20.8488,Debt,Debt
2019-03-23,HDFC Corporate Bond Fund,20.8488,Debt,Debt
2019-03-24,HDFC Corporate Bond Fund,20.8488,Debt,Debt
2019-03-25,HDFC Corporate Bond Fund,20.879,Debt,Debt
2019-03-26,HDFC Corporate Bond Fund,20.8786,Debt,Debt
2019-03-27,HDFC Corporate Bond Fund,20.8797,Debt,Debt
2019-03-28,HDFC Corporate Bond Fund,20.9051,Debt,Debt
2019-03-29,HDFC Corporate Bond Fund,20.9357,Debt,Debt
2019-03-30,HDFC Corporate Bond Fund,20.9357,Debt,Debt
2019-03-31,HDFC Corporate Bond Fund,20.9357,Debt,Debt
2019-04-01,HDFC Corporate Bond Fund,20.9357,Debt,Debt
2019-04-02,HDFC Corporate Bond Fund,20.9998,Debt,Debt
2019-04-03,HDFC Corporate Bond Fund,20.9944,Debt,Debt
2019-04-04,HDFC Corporate Bond Fund,20.9649,Debt,Debt
2019-04-05,HDFC Corporate Bond Fund,20.9533,Debt,Debt
2019-04-06,HDFC Corporate Bond Fund,20.9533,Debt,Debt
2019-04-07,HDFC Corporate Bond Fund,20.9533,Debt,Debt
2019-04-08,HDFC Corporate Bond Fund,20.9321,Debt,Debt
2019-04-09,HDFC Corporate Bond Fund,20.9371,Debt,Debt
2019-04-10,HDFC Corporate Bond Fund,20.9504,Debt,Debt
2019-04-11,HDFC Corporate Bond Fund,20.9449,Debt,Debt
2019-04-12,HDFC Corporate Bond Fund,20.9325,Debt,Debt
2019-04-13,HDFC Corporate Bond Fund,20.9325,Debt,Debt
2019-04-14,HDFC Corporate Bond Fund,20.9325,Debt,Debt
2019-04-15,HDFC Corporate Bond Fund,20.9348,Debt,Debt
2019-04-16,HDFC Corporate Bond Fund,20.9356,Debt,Debt
2019-04-17,HDFC Corporate Bond Fund,20.9356,Debt,Debt
2019-04-18,HDFC Corporate Bond Fund,20.9391,Debt,Debt
2019-04-19,HDFC Corporate Bond Fund,20.9391,Debt,Debt
2019-04-20,HDFC Corporate Bond Fund,20.9391,Debt,Debt
2019-04-21,HDFC Corporate Bond Fund,20.9391,Debt,Debt
2019-04-22,HDFC Corporate Bond Fund,20.9216,Debt,Debt
2019-04-23,HDFC Corporate Bond Fund,20.9235,Debt,Debt
2019-04-24,HDFC Corporate Bond Fund,20.9351,Debt,Debt
2019-04-25,HDFC Corporate Bond Fund,20.9246,Debt,Debt
2019-04-26,HDFC Corporate Bond Fund,20.9387,Debt,Debt
2019-04-27,HDFC Corporate Bond Fund,20.9387,Debt,Debt
2019-04-28,HDFC Corporate Bond Fund,20.9387,Debt,Debt
2019-04-29,HDFC Corporate Bond Fund,20.9387,Debt,Debt
2019-04-30,HDFC Corporate Bond Fund,20.9553,Debt,Debt
2019-05-01,HDFC Corporate Bond Fund,20.9553,Debt,Debt
2019-05-02,HDFC Corporate Bond Fund,20.9569,Debt,Debt
2019-05-03,HDFC Corporate Bond Fund,20.9543,Debt,Debt
2019-05-04,HDFC Corporate Bond Fund,20.9543,Debt,Debt
2019-05-05,HDFC Corporate Bond Fund,20.9543,Debt,Debt
2019-05-06,HDFC Corporate Bond Fund,20.9689,Debt,Debt
2019-05-07,HDFC Corporate Bond Fund,20.9763,Debt,Debt
2019-05-08,HDFC Corporate Bond Fund,20.9861,Debt,Debt
2019-05-09,HDFC Corporate Bond Fund,20.991,Debt,Debt
2019-05-10,HDFC Corporate Bond Fund,20.9931,Debt,Debt
2019-05-11,HDFC Corporate Bond Fund,20.9931,Debt,Debt
2019-05-12,HDFC Corporate Bond Fund,20.9931,Debt,Debt
2019-05-13,HDFC Corporate Bond Fund,21.0128,Debt,Debt
2019-05-14,HDFC Corporate Bond Fund,21.0315,Debt,Debt
2019-05-15,HDFC Corporate Bond Fund,21.0375,Debt,Debt
2019-05-16,HDFC Corporate Bond Fund,21.0405,Debt,Debt
2019-05-17,HDFC Corporate Bond Fund,21.0596,Debt,Debt
2019-05-18,HDFC Corporate Bond Fund,21.0596,Debt,Debt
2019-05-19,HDFC Corporate Bond Fund,21.0596,Debt,Debt
2019-05-20,HDFC Corporate Bond Fund,21.108,Debt,Debt
2019-05-21,HDFC Corporate Bond Fund,21.1077,Debt,Debt
2019-05-22,HDFC Corporate Bond Fund,21.1168,Debt,Debt
2019-05-23,HDFC Corporate Bond Fund,21.1568,Debt,Debt
2019-05-24,HDFC Corporate Bond Fund,21.1841,Debt,Debt
2019-05-25,HDFC Corporate Bond Fund,21.1841,Debt,Debt
2019-05-26,HDFC Corporate Bond Fund,21.1841,Debt,Debt
2019-05-27,HDFC Corporate Bond Fund,21.2503,Debt,Debt
2019-05-28,HDFC Corporate Bond Fund,21.2601,Debt,Debt
2019-05-29,HDFC Corporate Bond Fund,21.2623,Debt,Debt
2019-05-30,HDFC Corporate Bond Fund,21.2558,Debt,Debt
2019-05-31,HDFC Corporate Bond Fund,21.3004,Debt,Debt
2019-06-01,HDFC Corporate Bond Fund,21.3004,Debt,Debt
2019-06-02,HDFC Corporate Bond Fund,21.3004,Debt,Debt
2019-06-03,HDFC Corporate Bond Fund,21.3288,Debt,Debt
2019-06-04,HDFC Corporate Bond Fund,21.3186,Debt,Debt
2019-06-05,HDFC Corporate Bond Fund,21.3186,Debt,Debt
2019-06-06,HDFC Corporate Bond Fund,21.3675,Debt,Debt
2019-06-07,HDFC Corporate Bond Fund,21.3402,Debt,Debt
2019-06-08,HDFC Corporate Bond Fund,21.3402,Debt,Debt
2019-06-09,HDFC Corporate Bond Fund,21.3402,Debt,Debt
2019-06-10,HDFC Corporate Bond Fund,21.3117,Debt,Debt
2019-06-11,HDFC Corporate Bond Fund,21.3172,Debt,Debt
2019-06-12,HDFC Corporate Bond Fund,21.3345,Debt,Debt
2019-06-13,HDFC Corporate Bond Fund,21.3431,Debt,Debt
2019-06-14,HDFC Corporate Bond Fund,21.3747,Debt,Debt
2019-06-15,HDFC Corporate Bond Fund,21.3747,Debt,Debt
2019-06-16,HDFC Corporate Bond Fund,21.3747,Debt,Debt
2019-06-17,HDFC Corporate Bond Fund,21.3848,Debt,Debt
2019-06-18,HDFC Corporate Bond Fund,21.4292,Debt,Debt
2019-06-19,HDFC Corporate Bond Fund,21.44,Debt,Debt
2019-06-20,HDFC Corporate Bond Fund,21.4629,Debt,Debt
2019-06-21,HDFC Corporate Bond Fund,21.4335,Debt,Debt
2019-06-22,HDFC Corporate Bond Fund,21.4335,Debt,Debt
2019-06-23,HDFC Corporate Bond Fund,21.4335,Debt,Debt
2019-06-24,HDFC Corporate Bond Fund,21.4354,Debt,Debt
2019-06-25,HDFC Corporate Bond Fund,21.421,Debt,Debt
2019-06-26,HDFC Corporate Bond Fund,21.3983,Debt,Debt
2019-06-27,HDFC Corporate Bond Fund,21.4111,Debt,Debt
2019-06-28,HDFC Corporate Bond Fund,21.4213,Debt,Debt
2019-06-29,HDFC Corporate Bond Fund,21.4213,Debt,Debt
2019-06-30,HDFC Corporate Bond Fund,21.4213,Debt,Debt
2019-07-01,HDFC Corporate Bond Fund,21.4228,Debt,Debt
2019-07-02,HDFC Corporate Bond Fund,21.4383,Debt,Debt
2019-07-03,HDFC Corporate Bond Fund,21.4679,Debt,Debt
2019-07-04,HDFC Corporate Bond Fund,21.5004,Debt,Debt
