date,fund_name,nav,cap,fund_type
2019-09-04,ICICI Prudential Balanced Advantage Fund,37.62,Multi / Hybrid,Balanced / Hybrid
2019-09-05,ICICI Prudential Balanced Advantage Fund,37.68,Multi / Hybrid,Balanced / Hybrid
2019-09-06,ICICI Prudential Balanced Advantage Fund,37.9,Multi / Hybrid,Balanced / Hybrid
2019-09-07,ICICI Prudential Balanced Advantage Fund,37.9,Multi / Hybrid,Balanced / Hybrid
2019-09-08,ICICI Prudential Balanced Advantage Fund,37.9,Multi / Hybrid,Balanced / Hybrid
2019-09-09,ICICI Prudential Balanced Advantage Fund,38.03,Multi / Hybrid,Balanced / Hybrid
2019-09-10,ICICI Prudential Balanced Advantage Fund,38.03,Multi / Hybrid,Balanced / Hybrid
2019-09-11,ICICI Prudential Balanced Advantage Fund,38.15,Multi / Hybrid,Balanced / Hybrid
2019-09-12,ICICI Prudential Balanced Advantage Fund,38.02,Multi / Hybrid,Balanced / Hybrid
2019-09-13,ICICI Prudential Balanced Advantage Fund,38.21,Multi / Hybrid,Balanced / Hybrid
2019-09-14,ICICI Prudential Balanced Advantage Fund,38.21,Multi / Hybrid,Balanced / Hybrid
2019-09-15,ICICI Prudential Balanced Advantage Fund,38.21,Multi / Hybrid,Balanced / Hybrid
2019-09-16,ICICI Prudential Balanced Advantage Fund,38.12,Multi / Hybrid,Balanced / Hybrid
2019-09-17,ICICI Prudential Balanced Advantage Fund,37.75,Multi / Hybrid,Balanced / Hybrid
2019-09-18,ICICI Prudential Balanced Advantage Fund,37.82,Multi / Hybrid,Balanced / Hybrid
2019-09-19,ICICI Prudential Balanced Advantage Fund,37.58,Multi / Hybrid,Balanced / Hybrid
2019-09-20,ICICI Prudential Balanced Advantage Fund,38.83,Multi / Hybrid,Balanced / Hybrid
2019-09-21,ICICI Prudential Balanced Advantage Fund,38.83,Multi / Hybrid,Balanced / Hybrid
2019-09-22,ICICI Prudential Balanced Advantage Fund,38.83,Multi / Hybrid,Balanced / Hybrid
2019-09-23,ICICI Prudential Balanced Advantage Fund,39.58,Multi / Hybrid,Balanced / Hybrid
2019-09-24,ICICI Prudential Balanced Advantage Fund,39.48,Multi / Hybrid,Balanced / Hybrid
2019-09-25,ICICI Prudential Balanced Advantage Fund,39.12,Multi / Hybrid,Balanced / Hybrid
2019-09-26,ICICI Prudential Balanced Advantage Fund,39.39,Multi / Hybrid,Balanced / Hybrid
2019-09-27,ICICI Prudential Balanced Advantage Fund,39.32,Multi / Hybrid,Balanced / Hybrid
2019-09-28,ICICI Prudential Balanced Advantage Fund,39.32,Multi / Hybrid,Balanced / Hybrid
2019-09-29,ICICI Prudential Balanced Advantage Fund,39.32,Multi / Hybrid,Balanced / Hybrid
2019-09-30,ICICI Prudential Balanced Advantage Fund,39.26,Multi / Hybrid,Balanced / Hybrid
2019-10-01,ICICI Prudential Balanced Advantage Fund,39.07,Multi / Hybrid,Balanced / Hybrid
2019-10-02,ICICI Prudential Balanced Advantage Fund,39.07,Multi / Hybrid,Balanced / Hybrid
2019-10-03,ICICI Prudential Balanced Advantage Fund,38.96,Multi / Hybrid,Balanced / Hybrid
2019-10-04,ICICI Prudential Balanced Advantage Fund,38.66,Multi / Hybrid,Balanced / Hybrid
2019-10-05,ICICI Prudential Balanced Advantage Fund,38.66,Multi / Hybrid,Balanced / Hybrid
2019-10-06,ICICI Prudential Balanced Advantage Fund,38.66,Multi / Hybrid,Balanced / Hybrid
2019-10-07,ICICI Prudential Balanced Advantage Fund,38.58,Multi / Hybrid,Balanced / Hybrid
2019-10-08,ICICI Prudential Balanced Advantage Fund,38.58,Multi / Hybrid,Balanced / Hybrid
2019-10-09,ICICI Prudential Balanced Advantage Fund,38.91,Multi / Hybrid,Balanced / Hybrid
2019-10-10,ICICI Prudential Balanced Advantage Fund,38.75,Multi / Hybrid,Balanced / Hybrid
2019-10-11,ICICI Prudential Balanced Advantage Fund,38.88,Multi / Hybrid,Balanced / Hybrid
2019-10-12,ICICI Prudential Balanced Advantage Fund,38.88,Multi / Hybrid,Balanced / Hybrid
2019-10-13,ICICI Prudential Balanced Advantage Fund,38.88,Multi / Hybrid,Balanced / Hybrid
2019-10-14,ICICI Prudential Balanced Advantage Fund,39.0,Multi / Hybrid,Balanced / Hybrid
2019-10-15,ICICI Prudential Balanced Advantage Fund,39.21,Multi / Hybrid,Balanced / Hybrid
2019-10-16,ICICI Prudential Balanced Advantage Fund,39.23,Multi / Hybrid,Balanced / Hybrid
2019-10-17,ICICI Prudential Balanced Advantage Fund,39.58,Multi / Hybrid,Balanced / Hybrid
2019-10-18,ICICI Prudential Balanced Advantage Fund,39.71,Multi / Hybrid,Balanced / Hybrid
2019-10-19,ICICI Prudential Balanced Advantage Fund,39.71,Multi / Hybrid,Balanced / Hybrid
2019-10-20,ICICI Prudential Balanced Advantage Fund,39.71,Multi / Hybrid,Balanced / Hybrid
2019-10-21,ICICI Prudential Balanced Advantage Fund,39.71,Multi / Hybrid,Balanced / Hybrid
2019-10-22,ICICI Prudential Balanced Advantage Fund,39.62,Multi / Hybrid,Balanced / Hybrid
2019-10-23,ICICI Prudential Balanced Advantage Fund,39.73,Multi / Hybrid,Balanced / Hybrid
2019-10-24,ICICI Prudential Balanced Advantage Fund,39.76,Multi / Hybrid,Balanced / Hybrid
2019-10-25,ICICI Prudential Balanced Advantage Fund,39.74,Multi / Hybrid,Balanced / Hybrid
2019-10-26,ICICI Prudential Balanced Advantage Fund,39.74,Multi / Hybrid,Balanced / Hybrid
2019-10-27,ICICI Prudential Balanced Advantage Fund,39.74,Multi / Hybrid,Balanced / Hybrid
2019-10-28,ICICI Prudential Balanced Advantage Fund,39.74,Multi / Hybrid,Balanced / Hybrid
2019-10-29,ICICI Prudential Balanced Advantage Fund,40.13,Multi / Hybrid,Balanced / Hybrid
2019-10-30,ICICI Prudential Balanced Advantage Fund,40.3,Multi / Hybrid,Balanced / Hybrid
2019-10-31,ICICI Prudential Balanced Advantage Fund,40.35,Multi / Hybrid,Balanced / Hybrid
2019-11-01,ICICI Prudential Balanced Advantage Fund,40.34,Multi / Hybrid,Balanced / Hybrid
2019-11-02,ICICI Prudential Balanced Advantage Fund,40.34,Multi / Hybrid,Balanced / Hybrid
2019-11-03,ICICI Prudential Balanced Advantage Fund,40.34,Multi / Hybrid,Balanced / Hybrid
2019-11-04,ICICI Prudential Balanced Advantage Fund,40.4,Multi / Hybrid,Balanced / Hybrid
2019-11-05,ICICI Prudential Balanced Advantage Fund,40.35,Multi / Hybrid,Balanced / Hybrid
2019-11-06,ICICI Prudential Balanced Advantage Fund,40.45,Multi / Hybrid,Balanced / Hybrid
2019-11-07,ICICI Prudential Balanced Advantage Fund,40.47,Multi / Hybrid,Balanced / Hybrid
2019-11-08,ICICI Prudential Balanced Advantage Fund,40.35,Multi / Hybrid,Balanced / Hybrid
2019-11-09,ICICI Prudential Balanced Advantage Fund,40.35,Multi / Hybrid,Balanced / Hybrid
2019-11-10,ICICI Prudential Balanced Advantage Fund,40.35,Multi / Hybrid,Balanced / Hybrid
2019-11-11,ICICI Prudential Balanced Advantage Fund,40.39,Multi / Hybrid,Balanced / Hybrid
2019-11-12,ICICI Prudential Balanced Advantage Fund,40.39,Multi / Hybrid,Balanced / Hybrid
2019-11-13,ICICI Prudential Balanced Advantage Fund,40.32,Multi / Hybrid,Balanced / Hybrid
2019-11-14,ICICI Prudential Balanced Advantage Fund,40.39,Multi / Hybrid,Balanced / Hybrid
2019-11-15,ICICI Prudential Balanced Advantage Fund,40.42,Multi / Hybrid,Balanced / Hybrid
2019-11-16,ICICI Prudential Balanced Advantage Fund,40.42,Multi / Hybrid,Balanced / Hybrid
2019-11-17,ICICI Prudential Balanced Advantage Fund,40.42,Multi / Hybrid,Balanced / Hybrid
2019-11-18,ICICI Prudential Balanced Advantage Fund,40.42,Multi / Hybrid,Balanced / Hybrid
2019-11-19,ICICI Prudential Balanced Advantage Fund,40.49,Multi / Hybrid,Balanced / Hybrid
2019-11-20,ICICI Prudential Balanced Advantage Fund,40.52,Multi / Hybrid,Balanced / Hybrid
2019-11-21,ICICI Prudential Balanced Advantage Fund,40.43,Multi / Hybrid,Balanced / Hybrid
2019-11-22,ICICI Prudential Balanced Advantage Fund,40.39,Multi / Hybrid,Balanced / Hybrid
2019-11-23,ICICI Prudential Balanced Advantage Fund,40.39,Multi / Hybrid,Balanced / Hybrid
2019-11-24,ICICI Prudential Balanced Advantage Fund,40.39,Multi / Hybrid,Balanced / Hybrid
2019-11-25,ICICI Prudential Balanced Advantage Fund,40.67,Multi / Hybrid,Balanced / Hybrid
2019-11-26,ICICI Prudential Balanced Advantage Fund,40.62,Multi / Hybrid,Balanced / Hybrid
2019-11-27,ICICI Prudential Balanced Advantage Fund,40.77,Multi / Hybrid,Balanced / Hybrid
2019-11-28,ICICI Prudential Balanced Advantage Fund,40.89,Multi / Hybrid,Balanced / Hybrid
2019-11-29,ICICI Prudential Balanced Advantage Fund,40.76,Multi / Hybrid,Balanced / Hybrid
2019-11-30,ICICI Prudential Balanced Advantage Fund,40.76,Multi / Hybrid,Balanced / Hybrid
2019-12-01,ICICI Prudential Balanced Advantage Fund,40.76,Multi / Hybrid,Balanced / Hybrid
2019-12-02,ICICI Prudential Balanced Advantage Fund,40.72,Multi / Hybrid,Balanced / Hybrid
2019-12-03,ICICI Prudential Balanced Advantage Fund,40.61,Multi / Hybrid,Balanced / Hybrid
2019-12-04,ICICI Prudential Balanced Advantage Fund,40.71,Multi / Hybrid,Balanced / Hybrid
2019-12-05,ICICI Prudential Balanced Advantage Fund,40.63,Multi / Hybrid,Balanced / Hybrid
2019-12-06,ICICI Prudential Balanced Advantage Fund,40.45,Multi / Hybrid,Balanced / Hybrid
2019-12-07,ICICI Prudential Balanced Advantage Fund,40.45,Multi / Hybrid,Balanced / Hybrid
2019-12-08,ICICI Prudential Balanced Advantage Fund,40.45,Multi / Hybrid,Balanced / Hybrid
2019-12-09,ICICI Prudential Balanced Advantage Fund,40.45,Multi / Hybrid,Balanced / Hybrid
2019-12-10,ICICI Prudential Balanced Advantage Fund,40.3,Multi / Hybrid,Balanced / Hybrid
2019-12-11,ICICI Prudential Balanced Advantage Fund,40.4,Multi / Hybrid,Balanced / Hybrid
2019-12-12,ICICI Prudential Balanced Advantage Fund,40.51,Multi / Hybrid,Balanced / Hybrid
2019-12-13,ICICI Prudential Balanced Advantage Fund,40.74,Multi / Hybrid,Balanced / Hybrid
2019-12-14,ICICI Prudential Balanced Advantage Fund,40.74,Multi / Hybrid,Balanced / Hybrid
2019-12-15,ICICI Prudential Balanced Advantage Fund,40.74,Multi / Hybrid,Balanced / Hybrid
2019-12-16,ICICI Prudential Balanced Advantage Fund,40.69,Multi / Hybrid,Balanced / Hybrid
2019-12-17,ICICI Prudential Balanced Advantage Fund,40.85,Multi / Hybrid,Balanced / Hybrid
2019-12-18,ICICI Prudential Balanced Advantage Fund,40.91,Multi / Hybrid,Balanced / Hybrid
2019-12-19,ICICI Prudential Balanced Advantage Fund,40.96,Multi / Hybrid,Balanced / Hybrid
2019-12-20,ICICI Prudential Balanced Advantage Fund,41.0,Multi / Hybrid,Balanced / Hybrid
2019-12-21,ICICI Prudential Balanced Advantage Fund,41.0,Multi / Hybrid,Balanced / Hybrid
2019-12-22,ICICI Prudential Balanced Advantage Fund,41.0,Multi / Hybrid,Balanced / Hybrid
2019-12-23,ICICI Prudential Balanced Advantage Fund,41.03,Multi / Hybrid,Balanced / Hybrid
2019-12-24,ICICI Prudential Balanced Advantage Fund,41.0,Multi / Hybrid,Balanced / Hybrid
2019-12-25,ICICI Prudential Balanced Advantage Fund,41.0,Multi / Hybrid,Balanced / Hybrid
2019-12-26,ICICI Prudential Balanced Advantage Fund,40.91,Multi / Hybrid,Balanced / Hybrid
2019-12-27,ICICI Prudential Balanced Advantage Fund,41.15,Multi / Hybrid,Balanced / Hybrid
2019-12-28,ICICI Prudential Balanced Advantage Fund,41.15,Multi / Hybrid,Balanced / Hybrid
2019-12-29,ICICI Prudential Balanced Advantage Fund,41.15,Multi / Hybrid,Balanced / Hybrid
2019-12-30,ICICI Prudential Balanced Advantage Fund,41.16,Multi / Hybrid,Balanced / Hybrid
2019-12-31,ICICI Prudential Balanced Advantage Fund,41.06,Multi / Hybrid,Balanced / Hybrid
2020-01-01,ICICI Prudential Balanced Advantage Fund,41.1,Multi / Hybrid,Balanced / Hybrid
2020-01-02,ICICI Prudential Balanced Advantage Fund,41.25,Multi / Hybrid,Balanced / Hybrid
2020-01-03,ICICI Prudential Balanced Advantage Fund,41.16,Multi / Hybrid,Balanced / Hybrid
2020-01-04,ICICI Prudential Balanced Advantage Fund,41.16,Multi / Hybrid,Balanced / Hybrid
2020-01-05,ICICI Prudential Balanced Advantage Fund,41.16,Multi / Hybrid,Balanced / Hybrid
2020-01-06,ICICI Prudential Balanced Advantage Fund,40.76,Multi / Hybrid,Balanced / Hybrid
2020-01-07,ICICI Prudential Balanced Advantage Fund,40.87,Multi / Hybrid,Balanced / Hybrid
2020-01-08,ICICI Prudential Balanced Advantage Fund,40.85,Multi / Hybrid,Balanced / Hybrid
2020-01-09,ICICI Prudential Balanced Advantage Fund,41.17,Multi / Hybrid,Balanced / Hybrid
2020-01-10,ICICI Prudential Balanced Advantage Fund,41.25,Multi / Hybrid,Balanced / Hybrid
2020-01-11,ICICI Prudential Balanced Advantage Fund,41.25,Multi / Hybrid,Balanced / Hybrid
2020-01-12,ICICI Prudential Balanced Advantage Fund,41.25,Multi / Hybrid,Balanced / Hybrid
2020-01-13,ICICI Prudential Balanced Advantage Fund,41.35,Multi / Hybrid,Balanced / Hybrid
2020-01-14,ICICI Prudential Balanced Advantage Fund,41.42,Multi / Hybrid,Balanced / Hybrid
2020-01-15,ICICI Prudential Balanced Advantage Fund,41.45,Multi / Hybrid,Balanced / Hybrid
2020-01-16,ICICI Prudential Balanced Advantage Fund,41.53,Multi / Hybrid,Balanced / Hybrid
2020-01-17,ICICI Prudential Balanced Advantage Fund,41.54,Multi / Hybrid,Balanced / Hybrid
2020-01-18,ICICI Prudential Balanced Advantage Fund,41.54,Multi / Hybrid,Balanced / Hybrid
2020-01-19,ICICI Prudential Balanced Advantage Fund,41.54,Multi / Hybrid,Balanced / Hybrid
2020-01-20,ICICI Prudential Balanced Advantage Fund,41.39,Multi / Hybrid,Balanced / Hybrid
2020-01-21,ICICI Prudential Balanced Advantage Fund,41.3,Multi / Hybrid,Balanced / Hybrid
2020-01-22,ICICI Prudential Balanced Advantage Fund,41.22,Multi / Hybrid,Balanced / Hybrid
2020-01-23,ICICI Prudential Balanced Advantage Fund,41.38,Multi / Hybrid,Balanced / Hybrid
2020-01-24,ICICI Prudential Balanced Advantage Fund,41.58,Multi / Hybrid,Balanced / Hybrid
2020-01-25,ICICI Prudential Balanced Advantage Fund,41.58,Multi / Hybrid,Balanced / Hybrid
2020-01-26,ICICI Prudential Balanced Advantage Fund,41.58,Multi / Hybrid,Balanced / Hybrid
2020-01-27,ICICI Prudential Balanced Advantage Fund,41.4,Multi / Hybrid,Balanced / Hybrid
2020-01-28,ICICI Prudential Balanced Advantage Fund,41.28,Multi / Hybrid,Balanced / Hybrid
2020-01-29,ICICI Prudential Balanced Advantage Fund,41.42,Multi / Hybrid,Balanced / Hybrid
2020-01-30,ICICI Prudential Balanced Advantage Fund,41.28,Multi / Hybrid,Balanced / Hybrid
2020-01-31,ICICI Prudential Balanced Advantage Fund,41.16,Multi / Hybrid,Balanced / Hybrid
2020-02-01,ICICI Prudential Balanced Advantage Fund,41.16,Multi / Hybrid,Balanced / Hybrid
2020-02-02,ICICI Prudential Balanced Advantage Fund,41.16,Multi / Hybrid,Balanced / Hybrid
2020-02-03,ICICI Prudential Balanced Advantage Fund,40.74,Multi / Hybrid,Balanced / Hybrid
2020-02-04,ICICI Prudential Balanced Advantage Fund,41.2,Multi / Hybrid,Balanced / Hybrid
2020-02-05,ICICI Prudential Balanced Advantage Fund,41.43,Multi / Hybrid,Balanced / Hybrid
2020-02-06,ICICI Prudential Balanced Advantage Fund,41.58,Multi / Hybrid,Balanced / Hybrid
2020-02-07,ICICI Prudential Balanced Advantage Fund,41.58,Multi / Hybrid,Balanced / Hybrid
2020-02-08,ICICI Prudential Balanced Advantage Fund,41.58,Multi / Hybrid,Balanced / Hybrid
2020-02-09,ICICI Prudential Balanced Advantage Fund,41.58,Multi / Hybrid,Balanced / Hybrid
2020-02-10,ICICI Prudential Balanced Advantage Fund,41.4,Multi / Hybrid,Balanced / Hybrid
2020-02-11,ICICI Prudential Balanced Advantage Fund,41.48,Multi / Hybrid,Balanced / Hybrid
2020-02-12,ICICI Prudential Balanced Advantage Fund,41.59,Multi / Hybrid,Balanced / Hybrid
2020-02-13,ICICI Prudential Balanced Advantage Fund,41.55,Multi / Hybrid,Balanced / Hybrid
2020-02-14,ICICI Prudential Balanced Advantage Fund,41.43,Multi / Hybrid,Balanced / Hybrid
2020-02-15,ICICI Prudential Balanced Advantage Fund,41.43,Multi / Hybrid,Balanced / Hybrid
2020-02-16,ICICI Prudential Balanced Advantage Fund,41.43,Multi / Hybrid,Balanced / Hybrid
2020-02-17,ICICI Prudential Balanced Advantage Fund,41.27,Multi / Hybrid,Balanced / Hybrid
2020-02-18,ICICI Prudential Balanced Advantage Fund,41.22,Multi / Hybrid,Balanced / Hybrid
2020-02-19,ICICI Prudential Balanced Advantage Fund,41.44,Multi / Hybrid,Balanced / Hybrid
2020-02-20,ICICI Prudential Balanced Advantage Fund,41.42,Multi / Hybrid,Balanced / Hybrid
2020-02-21,ICICI Prudential Balanced Advantage Fund,41.42,Multi / Hybrid,Balanced / Hybrid
2020-02-22,ICICI Prudential Balanced Advantage Fund,41.42,Multi / Hybrid,Balanced / Hybrid
2020-02-23,ICICI Prudential Balanced Advantage Fund,41.42,Multi / Hybrid,Balanced / Hybrid
2020-02-24,ICICI Prudential Balanced Advantage Fund,40.98,Multi / Hybrid,Balanced / Hybrid
2020-02-25,ICICI Prudential Balanced Advantage Fund,40.91,Multi / Hybrid,Balanced / Hybrid
2020-02-26,ICICI Prudential Balanced Advantage Fund,40.68,Multi / Hybrid,Balanced / Hybrid
2020-02-27,ICICI Prudential Balanced Advantage Fund,40.55,Multi / Hybrid,Balanced / Hybrid
2020-02-28,ICICI Prudential Balanced Advantage Fund,39.81,Multi / Hybrid,Balanced / Hybrid
2020-02-29,ICICI Prudential Balanced Advantage Fund,39.81,Multi / Hybrid,Balanced / Hybrid
2020-03-01,ICICI Prudential Balanced Advantage Fund,39.81,Multi / Hybrid,Balanced / Hybrid
2020-03-02,ICICI Prudential Balanced Advantage Fund,39.5,Multi / Hybrid,Balanced / Hybrid
2020-03-03,ICICI Prudential Balanced Advantage Fund,39.91,Multi / Hybrid,Balanced / Hybrid
2020-03-04,ICICI Prudential Balanced Advantage Fund,39.7,Multi / Hybrid,Balanced / Hybrid
2020-03-05,ICICI Prudential Balanced Advantage Fund,39.78,Multi / Hybrid,Balanced / Hybrid
2020-03-06,ICICI Prudential Balanced Advantage Fund,39.28,Multi / Hybrid,Balanced / Hybrid
2020-03-07,ICICI Prudential Balanced Advantage Fund,39.28,Multi / Hybrid,Balanced / Hybrid
2020-03-08,ICICI Prudential Balanced Advantage Fund,39.28,Multi / Hybrid,Balanced / Hybrid
2020-03-09,ICICI Prudential Balanced Advantage Fund,38.07,Multi / Hybrid,Balanced / Hybrid
2020-03-10,ICICI Prudential Balanced Advantage Fund,38.07,Multi / Hybrid,Balanced / Hybrid
2020-03-11,ICICI Prudential Balanced Advantage Fund,37.96,Multi / Hybrid,Balanced / Hybrid
2020-03-12,ICICI Prudential Balanced Advantage Fund,35.67,Multi / Hybrid,Balanced / Hybrid
2020-03-13,ICICI Prudential Balanced Advantage Fund,36.47,Multi / Hybrid,Balanced / Hybrid
2020-03-14,ICICI Prudential Balanced Advantage Fund,36.47,Multi / Hybrid,Balanced / Hybrid
2020-03-15,ICICI Prudential Balanced Advantage Fund,36.47,Multi / Hybrid,Balanced / Hybrid
2020-03-16,ICICI Prudential Balanced Advantage Fund,34.78,Multi / Hybrid,Balanced / Hybrid
2020-03-17,ICICI Prudential Balanced Advantage Fund,34.16,Multi / Hybrid,Balanced / Hybrid
2020-03-18,ICICI Prudential Balanced Advantage Fund,32.83,Multi / Hybrid,Balanced / Hybrid
2020-03-19,ICICI Prudential Balanced Advantage Fund,32.24,Multi / Hybrid,Balanced / Hybrid
2020-03-20,ICICI Prudential Balanced Advantage Fund,33.49,Multi / Hybrid,Balanced / Hybrid
2020-03-21,ICICI Prudential Balanced Advantage Fund,33.49,Multi / Hybrid,Balanced / Hybrid
2020-03-22,ICICI Prudential Balanced Advantage Fund,33.49,Multi / Hybrid,Balanced / Hybrid
2020-03-23,ICICI Prudential Balanced Advantage Fund,30.35,Multi / Hybrid,Balanced / Hybrid
2020-03-24,ICICI Prudential Balanced Advantage Fund,30.94,Multi / Hybrid,Balanced / Hybrid
2020-03-25,ICICI Prudential Balanced Advantage Fund,32.12,Multi / Hybrid,Balanced / Hybrid
2020-03-26,ICICI Prudential Balanced Advantage Fund,32.86,Multi / Hybrid,Balanced / Hybrid
2020-03-27,ICICI Prudential Balanced Advantage Fund,33.02,Multi / Hybrid,Balanced / Hybrid
2020-03-28,ICICI Prudential Balanced Advantage Fund,33.02,Multi / Hybrid,Balanced / Hybrid
2020-03-29,ICICI Prudential Balanced Advantage Fund,33.02,Multi / Hybrid,Balanced / Hybrid
2020-03-30,ICICI Prudential Balanced Advantage Fund,32.2,Multi / Hybrid,Balanced / Hybrid
2020-03-31,ICICI Prudential Balanced Advantage Fund,33.0,Multi / Hybrid,Balanced / Hybrid
2020-04-01,ICICI Prudential Balanced Advantage Fund,32.05,Multi / Hybrid,Balanced / Hybrid
2020-04-02,ICICI Prudential Balanced Advantage Fund,32.05,Multi / Hybrid,Balanced / Hybrid
2020-04-03,ICICI Prudential Balanced Advantage Fund,31.57,Multi / Hybrid,Balanced / Hybrid
2020-04-04,ICICI Prudential Balanced Advantage Fund,31.57,Multi / Hybrid,Balanced / Hybrid
2020-04-05,ICICI Prudential Balanced Advantage Fund,31.57,Multi / Hybrid,Balanced / Hybrid
2020-04-06,ICICI Prudential Balanced Advantage Fund,31.57,Multi / Hybrid,Balanced / Hybrid
2020-04-07,ICICI Prudential Balanced Advantage Fund,33.34,Multi / Hybrid,Balanced / Hybrid
2020-04-08,ICICI Prudential Balanced Advantage Fund,33.35,Multi / Hybrid,Balanced / Hybrid
2020-04-09,ICICI Prudential Balanced Advantage Fund,34.48,Multi / Hybrid,Balanced / Hybrid
2020-04-10,ICICI Prudential Balanced Advantage Fund,34.48,Multi / Hybrid,Balanced / Hybrid
2020-04-11,ICICI Prudential Balanced Advantage Fund,34.48,Multi / Hybrid,Balanced / Hybrid
2020-04-12,ICICI Prudential Balanced Advantage Fund,34.48,Multi / Hybrid,Balanced / Hybrid
2020-04-13,ICICI Prudential Balanced Advantage Fund,34.15,Multi / Hybrid,Balanced / Hybrid
2020-04-14,ICICI Prudential Balanced Advantage Fund,34.15,Multi / Hybrid,Balanced / Hybrid
2020-04-15,ICICI Prudential Balanced Advantage Fund,34.12,Multi / Hybrid,Balanced / Hybrid
2020-04-16,ICICI Prudential Balanced Advantage Fund,34.49,Multi / Hybrid,Balanced / Hybrid
2020-04-17,ICICI Prudential Balanced Advantage Fund,35.37,Multi / Hybrid,Balanced / Hybrid
2020-04-18,ICICI Prudential Balanced Advantage Fund,35.37,Multi / Hybrid,Balanced / Hybrid
2020-04-19,ICICI Prudential Balanced Advantage Fund,35.37,Multi / Hybrid,Balanced / Hybrid
2020-04-20,ICICI Prudential Balanced Advantage Fund,35.26,Multi / Hybrid,Balanced / Hybrid
2020-04-21,ICICI Prudential Balanced Advantage Fund,34.43,Multi / Hybrid,Balanced / Hybrid
2020-04-22,ICICI Prudential Balanced Advantage Fund,34.85,Multi / Hybrid,Balanced / Hybrid
2020-04-23,ICICI Prudential Balanced Advantage Fund,35.11,Multi / Hybrid,Balanced / Hybrid
2020-04-24,ICICI Prudential Balanced Advantage Fund,34.62,Multi / Hybrid,Balanced / Hybrid
2020-04-25,ICICI Prudential Balanced Advantage Fund,34.62,Multi / Hybrid,Balanced / Hybrid
2020-04-26,ICICI Prudential Balanced Advantage Fund,34.62,Multi / Hybrid,Balanced / Hybrid
2020-04-27,ICICI Prudential Balanced Advantage Fund,34.92,Multi / Hybrid,Balanced / Hybrid
2020-04-28,ICICI Prudential Balanced Advantage Fund,35.01,Multi / Hybrid,Balanced / Hybrid
2020-04-29,ICICI Prudential Balanced Advantage Fund,35.4,Multi / Hybrid,Balanced / Hybrid
2020-04-30,ICICI Prudential Balanced Advantage Fund,36.2,Multi / Hybrid,Balanced / Hybrid
2020-05-01,ICICI Prudential Balanced Advantage Fund,36.2,Multi / Hybrid,Balanced / Hybrid
2020-05-02,ICICI Prudential Balanced Advantage Fund,36.2,Multi / Hybrid,Balanced / Hybrid
2020-05-03,ICICI Prudential Balanced Advantage Fund,36.2,Multi / Hybrid,Balanced / Hybrid
2020-05-04,ICICI Prudential Balanced Advantage Fund,34.94,Multi / Hybrid,Balanced / Hybrid
2020-05-05,ICICI Prudential Balanced Advantage Fund,34.71,Multi / Hybrid,Balanced / Hybrid
2020-05-06,ICICI Prudential Balanced Advantage Fund,34.94,Multi / Hybrid,Balanced / Hybrid
2020-05-07,ICICI Prudential Balanced Advantage Fund,34.73,Multi / Hybrid,Balanced / Hybrid
2020-05-08,ICICI Prudential Balanced Advantage Fund,34.81,Multi / Hybrid,Balanced / Hybrid
2020-05-09,ICICI Prudential Balanced Advantage Fund,34.81,Multi / Hybrid,Balanced / Hybrid
2020-05-10,ICICI Prudential Balanced Advantage Fund,34.81,Multi / Hybrid,Balanced / Hybrid
2020-05-11,ICICI Prudential Balanced Advantage Fund,34.88,Multi / Hybrid,Balanced / Hybrid
2020-05-12,ICICI Prudential Balanced Advantage Fund,34.91,Multi / Hybrid,Balanced / Hybrid
2020-05-13,ICICI Prudential Balanced Advantage Fund,35.38,Multi / Hybrid,Balanced / Hybrid
2020-05-14,ICICI Prudential Balanced Advantage Fund,34.82,Multi / Hybrid,Balanced / Hybrid
2020-05-15,ICICI Prudential Balanced Advantage Fund,34.81,Multi / Hybrid,Balanced / Hybrid
2020-05-16,ICICI Prudential Balanced Advantage Fund,34.81,Multi / Hybrid,Balanced / Hybrid
2020-05-17,ICICI Prudential Balanced Advantage Fund,34.81,Multi / Hybrid,Balanced / Hybrid
2020-05-18,ICICI Prudential Balanced Advantage Fund,33.92,Multi / Hybrid,Balanced / Hybrid
2020-05-19,ICICI Prudential Balanced Advantage Fund,34.17,Multi / Hybrid,Balanced / Hybrid
2020-05-20,ICICI Prudential Balanced Advantage Fund,34.68,Multi / Hybrid,Balanced / Hybrid
2020-05-21,ICICI Prudential Balanced Advantage Fund,34.9,Multi / Hybrid,Balanced / Hybrid
2020-05-22,ICICI Prudential Balanced Advantage Fund,34.76,Multi / Hybrid,Balanced / Hybrid
2020-05-23,ICICI Prudential Balanced Advantage Fund,34.76,Multi / Hybrid,Balanced / Hybrid
2020-05-24,ICICI Prudential Balanced Advantage Fund,34.76,Multi / Hybrid,Balanced / Hybrid
2020-05-25,ICICI Prudential Balanced Advantage Fund,34.76,Multi / Hybrid,Balanced / Hybrid
2020-05-26,ICICI Prudential Balanced Advantage Fund,34.85,Multi / Hybrid,Balanced / Hybrid
2020-05-27,ICICI Prudential Balanced Advantage Fund,35.4,Multi / Hybrid,Balanced / Hybrid
2020-05-28,ICICI Prudential Balanced Advantage Fund,35.9,Multi / Hybrid,Balanced / Hybrid
